bug_id,summary,description,severity_raw,severity,source,created_at,closed_at
synthetic#1347,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2024-12-20T15:03:27.081427,2025-01-27T15:03:27.081427
synthetic#1348,blocking production deployment,blocking production deployment,major,High,synthetic_severity,2023-03-02T15:03:27.081445,2023-05-28T15:03:27.081445
synthetic#1349,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-02-27T15:03:27.081463,2024-03-05T15:03:27.081463
synthetic#1350,network failure causing cluster downtime,network failure causing cluster downtime,blocker,High,synthetic_severity,2025-09-14T15:03:27.081486,2025-11-05T15:03:27.081486
synthetic#1351,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2025-07-13T15:03:27.081502,2025-10-11T15:03:27.081502
synthetic#1352,typo in documentation,typo in documentation,minor,Low,synthetic_severity,2024-04-02T15:03:27.081515,2024-04-02T15:03:27.081515
synthetic#1353,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-10-09T15:03:27.081525,2025-11-26T15:03:27.081525
synthetic#1354,network failure causing cluster downtime,network failure causing cluster downtime,blocker,High,synthetic_severity,2025-09-25T15:03:27.081535,2025-09-30T15:03:27.081535
synthetic#1355,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2025-04-19T15:03:27.081546,2025-06-10T15:03:27.081546
synthetic#1356,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-09-03T15:03:27.081559,2024-11-15T15:03:27.081559
synthetic#1357,major performance degradation under high load,major performance degradation under high load,critical,High,synthetic_severity,2024-06-12T15:03:27.081569,2024-06-26T15:03:27.081569
synthetic#1358,ui alignment issue in settings dialog,ui alignment issue in settings dialog,minor,Low,synthetic_severity,2024-08-21T15:03:27.081579,2024-10-06T15:03:27.081579
synthetic#1359,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-09-08T15:03:27.081589,2024-11-10T15:03:27.081589
synthetic#1360,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-06-14T15:03:27.081598,2023-07-18T15:03:27.081598
synthetic#1361,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-03-09T15:03:27.081608,2024-04-03T15:03:27.081608
synthetic#1362,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-04-13T15:03:27.081621,2024-04-29T15:03:27.081621
synthetic#1363,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-12-30T15:03:27.081631,2026-02-19T15:03:27.081631
synthetic#1364,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,critical,High,synthetic_severity,2023-03-31T15:03:27.081641,2023-05-15T15:03:27.081641
synthetic#1365,typo in documentation,typo in documentation,minor,Low,synthetic_severity,2025-05-07T15:03:27.081651,2025-06-19T15:03:27.081651
synthetic#1366,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2025-12-05T15:03:27.081661,2025-12-24T15:03:27.081661
synthetic#1367,data loss observed when saving file,data loss observed when saving file,critical,High,synthetic_severity,2023-08-01T15:03:27.081672,2023-09-04T15:03:27.081672
synthetic#1368,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-02-28T15:03:27.081682,2024-04-13T15:03:27.081682
synthetic#1369,ui alignment issue in settings dialog,ui alignment issue in settings dialog,trivial,Low,synthetic_severity,2025-08-22T15:03:27.081696,2025-09-19T15:03:27.081696
synthetic#1370,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2022-10-25T15:03:27.081706,2022-11-14T15:03:27.081706
synthetic#1371,system freeze during execution,system freeze during execution,major,High,synthetic_severity,2024-04-17T15:03:27.081716,2024-04-20T15:03:27.081716
synthetic#1372,minor usability enhancement requested,minor usability enhancement requested,minor,Low,synthetic_severity,2024-12-05T15:03:27.081726,2025-01-13T15:03:27.081726
synthetic#1373,minor usability enhancement requested,minor usability enhancement requested,minor,Low,synthetic_severity,2023-11-13T15:03:27.081736,2023-12-16T15:03:27.081736
synthetic#1374,system freeze during execution,system freeze during execution,critical,High,synthetic_severity,2023-03-19T15:03:27.081746,2023-06-12T15:03:27.081746
synthetic#1375,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-02-05T15:03:27.081755,2023-03-21T15:03:27.081755
synthetic#1376,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2023-02-12T15:03:27.081765,2023-04-26T15:03:27.081765
synthetic#1377,network failure causing cluster downtime,network failure causing cluster downtime,critical,High,synthetic_severity,2023-12-08T15:03:27.081776,2024-03-04T15:03:27.081776
synthetic#1378,network failure causing cluster downtime,network failure causing cluster downtime,critical,High,synthetic_severity,2022-10-18T15:03:27.081786,2023-01-13T15:03:27.081786
synthetic#1379,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2024-12-28T15:03:27.081796,2025-03-11T15:03:27.081796
synthetic#1380,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,major,High,synthetic_severity,2024-05-19T15:03:27.081806,2024-08-15T15:03:27.081806
synthetic#1381,ui alignment issue in settings dialog,ui alignment issue in settings dialog,minor,Low,synthetic_severity,2023-01-01T15:03:27.081816,2023-03-01T15:03:27.081816
synthetic#1382,crash when accessing memory buffer,crash when accessing memory buffer,critical,High,synthetic_severity,2023-08-14T15:03:27.081826,2023-10-28T15:03:27.081826
synthetic#1383,application crashes immediately on launch,application crashes immediately on launch,blocker,High,synthetic_severity,2024-09-12T15:03:27.081835,2024-11-04T15:03:27.081835
synthetic#1384,network failure causing cluster downtime,network failure causing cluster downtime,major,High,synthetic_severity,2023-08-12T15:03:27.081845,2023-08-30T15:03:27.081845
synthetic#1385,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2023-05-26T15:03:27.081855,2023-06-07T15:03:27.081855
synthetic#1386,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-12-14T15:03:27.081865,2024-12-23T15:03:27.081865
synthetic#1387,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2022-11-08T15:03:27.081875,2023-01-25T15:03:27.081875
synthetic#1388,major performance degradation under high load,major performance degradation under high load,major,High,synthetic_severity,2024-03-07T15:03:27.081892,2024-03-23T15:03:27.081892
synthetic#1389,application crashes immediately on launch,application crashes immediately on launch,major,High,synthetic_severity,2023-04-17T15:03:27.081904,2023-04-30T15:03:27.081904
synthetic#1390,typo in documentation,typo in documentation,minor,Low,synthetic_severity,2023-08-21T15:03:27.081914,2023-08-23T15:03:27.081914
synthetic#1391,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-09-25T15:03:27.081925,2025-11-24T15:03:27.081925
synthetic#1392,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-07-20T15:03:27.081934,2023-10-12T15:03:27.081934
synthetic#1393,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2023-01-08T15:03:27.081944,2023-03-17T15:03:27.081944
synthetic#1394,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2022-10-21T15:03:27.081954,2023-01-08T15:03:27.081954
synthetic#1395,crash when accessing memory buffer,crash when accessing memory buffer,critical,High,synthetic_severity,2024-05-03T15:03:27.081964,2024-05-13T15:03:27.081964
synthetic#1396,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2026-01-16T15:03:27.081980,2026-03-01T15:03:27.081980
synthetic#1397,application crashes immediately on launch,application crashes immediately on launch,major,High,synthetic_severity,2024-11-03T15:03:27.081990,2024-12-30T15:03:27.081990
synthetic#1398,system freeze during execution,system freeze during execution,critical,High,synthetic_severity,2025-11-08T15:03:27.081999,2025-12-13T15:03:27.081999
synthetic#1399,data loss observed when saving file,data loss observed when saving file,blocker,High,synthetic_severity,2025-01-23T15:03:27.082009,2025-03-22T15:03:27.082009
synthetic#1400,ui alignment issue in settings dialog,ui alignment issue in settings dialog,minor,Low,synthetic_severity,2023-03-14T15:03:27.082020,2023-04-12T15:03:27.082020
synthetic#1401,application crashes immediately on launch,application crashes immediately on launch,blocker,High,synthetic_severity,2024-02-23T15:03:27.082030,2024-03-14T15:03:27.082030
synthetic#1402,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2023-06-08T15:03:27.082040,2023-06-25T15:03:27.082040
synthetic#1403,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-11-29T15:03:27.082050,2024-12-04T15:03:27.082050
synthetic#1404,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2025-12-01T15:03:27.082060,2026-01-03T15:03:27.082060
synthetic#1405,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-10-28T15:03:27.082070,2025-11-30T15:03:27.082070
synthetic#1406,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,critical,High,synthetic_severity,2023-06-30T15:03:27.082118,2023-09-17T15:03:27.082118
synthetic#1407,minor layout bug in window rendering,minor layout bug in window rendering,minor,Low,synthetic_severity,2025-01-01T15:03:27.082129,2025-01-30T15:03:27.082129
synthetic#1408,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-01-22T15:03:27.082142,2024-03-13T15:03:27.082142
synthetic#1409,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,major,High,synthetic_severity,2025-04-27T15:03:27.082152,2025-04-29T15:03:27.082152
synthetic#1410,data loss observed when saving file,data loss observed when saving file,major,High,synthetic_severity,2025-12-11T15:03:27.082162,2026-02-24T15:03:27.082162
synthetic#1411,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2025-01-01T15:03:27.082172,2025-01-13T15:03:27.082172
synthetic#1412,improvement suggestion added by user,improvement suggestion added by user,minor,Low,synthetic_severity,2025-08-11T15:03:27.082181,2025-08-23T15:03:27.082181
synthetic#1413,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2023-11-15T15:03:27.082193,2024-01-24T15:03:27.082193
synthetic#1414,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-07-08T15:03:27.082203,2025-08-18T15:03:27.082203
synthetic#1415,application crashes immediately on launch,application crashes immediately on launch,blocker,High,synthetic_severity,2025-09-13T15:03:27.082214,2025-10-23T15:03:27.082214
synthetic#1416,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2022-11-10T15:03:27.082224,2023-01-21T15:03:27.082224
synthetic#1417,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2024-04-14T15:03:27.082234,2024-06-16T15:03:27.082234
synthetic#1418,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-05-25T15:03:27.082244,2023-06-11T15:03:27.082244
synthetic#1419,application crashes immediately on launch,application crashes immediately on launch,major,High,synthetic_severity,2023-07-05T15:03:27.082255,2023-08-12T15:03:27.082255
synthetic#1420,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2022-12-14T15:03:27.082265,2023-02-10T15:03:27.082265
synthetic#1421,application crashes immediately on launch,application crashes immediately on launch,blocker,High,synthetic_severity,2025-10-01T15:03:27.082276,2025-10-27T15:03:27.082276
synthetic#1422,network failure causing cluster downtime,network failure causing cluster downtime,major,High,synthetic_severity,2025-10-08T15:03:27.082287,2025-12-07T15:03:27.082287
synthetic#1423,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-11-06T15:03:27.082297,2023-12-06T15:03:27.082297
synthetic#1424,minor usability enhancement requested,minor usability enhancement requested,minor,Low,synthetic_severity,2024-08-14T15:03:27.082307,2024-09-26T15:03:27.082307
synthetic#1425,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-12-16T15:03:27.082317,2025-02-22T15:03:27.082317
synthetic#1426,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-12-08T15:03:27.082328,2024-01-24T15:03:27.082328
synthetic#1427,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-01-09T15:03:27.082338,2025-02-22T15:03:27.082338
synthetic#1428,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2025-05-18T15:03:27.082350,2025-08-16T15:03:27.082350
synthetic#1429,documentation missing examples,documentation missing examples,minor,Low,synthetic_severity,2025-05-31T15:03:27.082360,2025-07-26T15:03:27.082360
synthetic#1430,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2025-05-27T15:03:27.082370,2025-08-04T15:03:27.082370
synthetic#1431,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2024-01-26T15:03:27.082379,2024-02-18T15:03:27.082379
synthetic#1432,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,critical,High,synthetic_severity,2024-03-07T15:03:27.082389,2024-04-16T15:03:27.082389
synthetic#1433,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2022-12-04T15:03:27.082399,2023-02-19T15:03:27.082399
synthetic#1434,data loss observed when saving file,data loss observed when saving file,critical,High,synthetic_severity,2025-06-17T15:03:27.082409,2025-07-26T15:03:27.082409
synthetic#1435,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-11-21T15:03:27.082419,2025-01-02T15:03:27.082419
synthetic#1436,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-04-17T15:03:27.082430,2025-04-23T15:03:27.082430
synthetic#1437,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-07-03T15:03:27.082440,2024-08-31T15:03:27.082440
synthetic#1438,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2023-11-10T15:03:27.082450,2024-01-18T15:03:27.082450
synthetic#1439,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2024-07-21T15:03:27.082463,2024-08-16T15:03:27.082463
synthetic#1440,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2025-09-17T15:03:27.082473,2025-12-05T15:03:27.082473
synthetic#1441,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2022-12-29T15:03:27.082483,2023-01-02T15:03:27.082483
synthetic#1442,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2023-11-30T15:03:27.082493,2023-12-06T15:03:27.082493
synthetic#1443,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-03-06T15:03:27.082503,2024-03-30T15:03:27.082503
synthetic#1444,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-04-26T15:03:27.082512,2024-05-24T15:03:27.082512
synthetic#1445,network failure causing cluster downtime,network failure causing cluster downtime,critical,High,synthetic_severity,2022-10-23T15:03:27.082522,2022-11-20T15:03:27.082522
synthetic#1446,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-06-04T15:03:27.082532,2025-09-02T15:03:27.082532
synthetic#1447,improvement suggestion added by user,improvement suggestion added by user,trivial,Low,synthetic_severity,2024-12-23T15:03:27.082545,2025-01-10T15:03:27.082545
synthetic#1448,documentation missing examples,documentation missing examples,minor,Low,synthetic_severity,2024-02-02T15:03:27.082555,2024-04-03T15:03:27.082555
synthetic#1449,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2023-10-28T15:03:27.082565,2023-12-24T15:03:27.082565
synthetic#1450,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-03-06T15:03:27.082575,2024-04-05T15:03:27.082575
synthetic#1451,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2023-07-25T15:03:27.082588,2023-09-07T15:03:27.082588
synthetic#1452,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-03-10T15:03:27.082597,2024-03-11T15:03:27.082597
synthetic#1453,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,blocker,High,synthetic_severity,2025-01-14T15:03:27.082607,2025-02-18T15:03:27.082607
synthetic#1454,minor layout bug in window rendering,minor layout bug in window rendering,trivial,Low,synthetic_severity,2023-09-18T15:03:27.082617,2023-10-30T15:03:27.082617
synthetic#1455,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-01-10T15:03:27.082627,2024-01-18T15:03:27.082627
synthetic#1456,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-08-18T15:03:27.082637,2024-10-21T15:03:27.082637
synthetic#1457,cosmetic styling inconsistency,cosmetic styling inconsistency,minor,Low,synthetic_severity,2022-11-01T15:03:27.082647,2022-12-08T15:03:27.082647
synthetic#1458,application crashes immediately on launch,application crashes immediately on launch,critical,High,synthetic_severity,2023-04-10T15:03:27.082657,2023-05-21T15:03:27.082657
synthetic#1459,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-06-18T15:03:27.082667,2025-07-20T15:03:27.082667
synthetic#1460,typo in documentation,typo in documentation,trivial,Low,synthetic_severity,2025-12-25T15:03:27.082677,2026-03-15T15:03:27.082677
synthetic#1461,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2025-07-06T15:03:27.082686,2025-08-12T15:03:27.082686
synthetic#1462,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2023-04-01T15:03:27.082696,2023-06-13T15:03:27.082696
synthetic#1463,data loss observed when saving file,data loss observed when saving file,major,High,synthetic_severity,2023-11-10T15:03:27.082706,2024-01-23T15:03:27.082706
synthetic#1464,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2023-09-10T15:03:27.082719,2023-09-12T15:03:27.082719
synthetic#1465,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-07-19T15:03:27.082729,2023-09-23T15:03:27.082729
synthetic#1466,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2023-02-19T15:03:27.082739,2023-05-04T15:03:27.082739
synthetic#1467,cosmetic styling inconsistency,cosmetic styling inconsistency,minor,Low,synthetic_severity,2023-11-25T15:03:27.082752,2023-11-27T15:03:27.082752
synthetic#1468,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2025-06-17T15:03:27.082763,2025-07-10T15:03:27.082763
synthetic#1469,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2023-04-18T15:03:27.082773,2023-06-29T15:03:27.082773
synthetic#1470,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2022-11-23T15:03:27.082783,2022-12-05T15:03:27.082783
synthetic#1471,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-04-14T15:03:27.082793,2025-06-30T15:03:27.082793
synthetic#1472,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2024-04-04T15:03:27.082803,2024-05-28T15:03:27.082803
synthetic#1473,network failure causing cluster downtime,network failure causing cluster downtime,critical,High,synthetic_severity,2023-11-16T15:03:27.082813,2024-02-05T15:03:27.082813
synthetic#1474,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2023-10-08T15:03:27.082823,2023-12-17T15:03:27.082823
synthetic#1475,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-12-27T15:03:27.082833,2026-03-06T15:03:27.082833
synthetic#1476,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-10-20T15:03:27.082843,2025-10-22T15:03:27.082843
synthetic#1477,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2023-10-06T15:03:27.082852,2023-12-18T15:03:27.082852
synthetic#1478,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-03-28T15:03:27.082861,2024-06-23T15:03:27.082861
synthetic#1479,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2024-10-08T15:03:27.082871,2025-01-03T15:03:27.082871
synthetic#1480,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2025-03-10T15:03:27.082881,2025-04-06T15:03:27.082881
synthetic#1481,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2025-10-02T15:03:27.082891,2025-11-05T15:03:27.082891
synthetic#1482,data loss observed when saving file,data loss observed when saving file,major,High,synthetic_severity,2024-05-11T15:03:27.082901,2024-07-05T15:03:27.082901
synthetic#1483,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2024-06-27T15:03:27.082913,2024-08-30T15:03:27.082913
synthetic#1484,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2025-03-29T15:03:27.082922,2025-04-05T15:03:27.082922
synthetic#1485,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-12-22T15:03:27.082932,2025-12-24T15:03:27.082932
synthetic#1486,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2023-08-25T15:03:27.082944,2023-10-15T15:03:27.082944
synthetic#1487,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2025-04-24T15:03:27.082954,2025-07-01T15:03:27.082954
synthetic#1488,cosmetic styling inconsistency,cosmetic styling inconsistency,minor,Low,synthetic_severity,2025-09-10T15:03:27.082964,2025-10-11T15:03:27.082964
synthetic#1489,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2024-04-16T15:03:27.082981,2024-05-07T15:03:27.082981
synthetic#1490,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2022-10-27T15:03:27.082994,2022-12-26T15:03:27.082994
synthetic#1491,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2025-05-09T15:03:27.083004,2025-05-17T15:03:27.083004
synthetic#1492,module fails validation test,module fails validation test,normal,Medium,synthetic_severity,2025-08-14T15:03:27.083013,2025-11-07T15:03:27.083013
synthetic#1493,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2024-08-26T15:03:27.083023,2024-10-15T15:03:27.083023
synthetic#1494,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-11-16T15:03:27.083033,2025-01-12T15:03:27.083033
synthetic#1495,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2023-08-05T15:03:27.083043,2023-09-11T15:03:27.083043
synthetic#1496,cosmetic styling inconsistency,cosmetic styling inconsistency,trivial,Low,synthetic_severity,2025-09-07T15:03:27.083052,2025-09-28T15:03:27.083052
synthetic#1497,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2023-01-05T15:03:27.083062,2023-04-03T15:03:27.083062
synthetic#1498,minor layout bug in window rendering,minor layout bug in window rendering,minor,Low,synthetic_severity,2025-01-24T15:03:27.083072,2025-03-22T15:03:27.083072
synthetic#1499,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-03-31T15:03:27.083083,2025-05-29T15:03:27.083083
synthetic#1500,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-07-19T15:03:27.083093,2024-09-08T15:03:27.083093
synthetic#1501,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-11-28T15:03:27.083103,2025-12-16T15:03:27.083103
synthetic#1502,minor usability enhancement requested,minor usability enhancement requested,minor,Low,synthetic_severity,2025-05-04T15:03:27.083113,2025-06-29T15:03:27.083113
synthetic#1503,blocking production deployment,blocking production deployment,blocker,High,synthetic_severity,2023-02-14T15:03:27.083123,2023-03-02T15:03:27.083123
synthetic#1504,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-07-13T15:03:27.083133,2024-09-04T15:03:27.083133
synthetic#1505,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2024-03-23T15:03:27.083143,2024-05-10T15:03:27.083143
synthetic#1506,crash when accessing memory buffer,crash when accessing memory buffer,major,High,synthetic_severity,2023-08-30T15:03:27.083155,2023-10-31T15:03:27.083155
synthetic#1507,improvement suggestion added by user,improvement suggestion added by user,minor,Low,synthetic_severity,2026-01-10T15:03:27.083165,2026-03-20T15:03:27.083165
synthetic#1508,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2025-05-11T15:03:27.083174,2025-06-13T15:03:27.083174
synthetic#1509,critical security vulnerability allows privilege escalation,critical security vulnerability allows privilege escalation,critical,High,synthetic_severity,2023-06-02T15:03:27.083185,2023-07-11T15:03:27.083185
synthetic#1510,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2023-11-14T15:03:27.083195,2024-01-10T15:03:27.083195
synthetic#1511,performance slowdown noticed,performance slowdown noticed,normal,Medium,synthetic_severity,2024-09-02T15:03:27.083205,2024-09-05T15:03:27.083205
synthetic#1512,ui alignment issue in settings dialog,ui alignment issue in settings dialog,minor,Low,synthetic_severity,2022-12-23T15:03:27.083215,2023-02-18T15:03:27.083215
synthetic#1513,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2023-10-29T15:03:27.083225,2023-12-30T15:03:27.083225
synthetic#1514,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2024-02-26T15:03:27.083235,2024-03-06T15:03:27.083235
synthetic#1515,system freeze during execution,system freeze during execution,blocker,High,synthetic_severity,2023-09-15T15:03:27.083248,2023-11-25T15:03:27.083248
synthetic#1516,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-04-15T15:03:27.083259,2025-07-02T15:03:27.083259
synthetic#1517,inconsistent results returned from api call,inconsistent results returned from api call,normal,Medium,synthetic_severity,2025-12-14T15:03:27.083269,2025-12-14T15:03:27.083269
synthetic#1518,fails to connect intermittently,fails to connect intermittently,normal,Medium,synthetic_severity,2025-08-11T15:03:27.083279,2025-10-16T15:03:27.083279
synthetic#1519,crash when accessing memory buffer,crash when accessing memory buffer,critical,High,synthetic_severity,2025-03-12T15:03:27.083289,2025-03-28T15:03:27.083289
synthetic#1520,blocking production deployment,blocking production deployment,critical,High,synthetic_severity,2022-12-31T15:03:27.083299,2023-01-26T15:03:27.083299
synthetic#1521,network failure causing cluster downtime,network failure causing cluster downtime,major,High,synthetic_severity,2023-07-27T15:03:27.083309,2023-09-26T15:03:27.083309
synthetic#1522,partial regression observed after update,partial regression observed after update,normal,Medium,synthetic_severity,2022-12-05T15:03:27.083319,2023-01-06T15:03:27.083319
synthetic#1523,incorrect output produced in edge cases,incorrect output produced in edge cases,normal,Medium,synthetic_severity,2025-05-19T15:03:27.083329,2025-08-07T15:03:27.083329
synthetic#1524,unexpected behavior under specific conditions,unexpected behavior under specific conditions,normal,Medium,synthetic_severity,2025-02-12T15:03:27.083338,2025-03-29T15:03:27.083338
synthetic#1525,warning message displayed incorrectly,warning message displayed incorrectly,normal,Medium,synthetic_severity,2025-01-07T15:03:27.083350,2025-04-04T15:03:27.083350
synthetic#1526,minor usability enhancement requested,minor usability enhancement requested,trivial,Low,synthetic_severity,2025-08-16T15:03:27.083360,2025-08-23T15:03:27.083360
synthetic#1527,ui alignment issue in settings dialog,ui alignment issue in settings dialog,minor,Low,synthetic_severity,2024-08-02T15:03:27.083370,2024-08-22T15:03:27.083370
synthetic#1528,application crashes immediately on launch,application crashes immediately on launch,blocker,High,synthetic_severity,2023-06-05T15:03:27.083380,2023-09-02T15:03:27.083380
